d,0,0.3492151478847891
d,10,0.3492151478847891
d,20,0.29814239699997197
d,30,0.29814239699997197
d,40,0.3015722744247184
d,50,0.3015722744247184
d,60,0.2900073952828708
d,70,0.2900073952828708
d,80,0.2908353386499067
d,90,0.28758543954712795
d,100,0.28758543954712795
d,110,0.28941438070815306
d,120,0.28941438070815306
d,130,0.28614528816727103
d,140,0.28614528816727103
d,150,0.2879355096679428
d,160,0.2879355096679428
d,170,0.28408173821174953
d,180,0.2868164550476646
d,190,0.2868164550476646
d,200,0.28505251685608
d,210,0.28505251685608
d,220,0.28511788687563566
d,230,0.28511788687563566
d,240,0.2831688333748347
d,250,0.2831688333748347
d,260,0.28281958506305604
d,270,0.2840059691581858
d,280,0.2840059691581858
d,290,0.28529755318712385
d,300,0.28529755318712385
d,310,0.2846605036265248
d,320,0.28535734847251987
d,330,0.28535734847251987
d,340,0.28438254706861693
d,350,0.28438254706861693
d,360,0.28579497410691823
d,370,0.2869130270684938
d,380,0.2869130270684938
d,390,0.28811560441110307
d,400,0.28811560441110307
d,410,0.28767632758375383
d,420,0.28958780910839327
d,430,0.28958780910839327
d,440,0.2914593080158007
d,450,0.2912501042497774
d,460,0.2912501042497774
d,470,0.29195255012674953
d,480,0.2933486193301547
d,490,0.2933486193301547
d,500,0.2933764009628576
d,510,0.29562823335054456
d,520,0.29562823335054456
d,530,0.2941032372118609
d,540,0.2941032372118609
d,550,0.2967275570735168
d,560,0.2994963576282801
d,570,0.30043682160444013
d,580,0.30043682160444013
d,590,0.3011355820105519
d,600,0.30314633021527937
d,610,0.30314633021527937
d,620,0.07771380247677317
d,630,0.07771380247677317
d,640,0.07771380247677317
d,650,0.07771380247677317
d,660,0.07771380247677317
d,670,0.07749361784681329
d,680,0.07749361784681329
d,690,0.07749361784681329
d,700,0.07749361784681329
d,710,0.07749361784681329
d,720,0.07749361784681329
d,730,0.07749361784681329
d,740,0.07723536643081458
d,750,0.07723536643081458
d,760,0.07723536643081458
d,770,0.07723536643081458
d,780,0.07723536643081458
d,790,0.07723536643081458
d,800,0.0773375060794361
d,810,0.0773375060794361
d,820,0.0773375060794361
d,830,0.0773375060794361
d,840,0.0773375060794361
d,850,0.0773375060794361
d,860,0.0773375060794361
d,870,0.07720209976811349
d,880,0.07720209976811349
d,890,0.07720209976811349
d,900,0.07720209976811349
d,910,0.07720209976811349
d,920,0.07720209976811349
d,930,0.07708510057115707
d,940,0.07708510057115707
d,950,0.07708510057115707
d,960,0.07708510057115707
d,970,0.07708510057115707
d,980,0.07708510057115707
d,990,0.07708510057115707
d,1000,0.07714880491520112
d,1010,0.07714880491520112
d,1020,0.07714880491520112
d,1030,0.07923187655106737
d,1040,0.07923187655106737
d,1050,0.07923187655106737
d,1060,0.07923187655106737
d,1070,0.07923187655106737
d,1080,0.0771707506829028
d,1090,0.0771707506829028
d,1100,0.0771707506829028
